shipment_id,Order ID,Ship Date,Ship Mode
SC-2019-08-142839,CA-2019-142839,20-08-2019,Standard Class
SC-2019-08-111500,CA-2019-111500,21-08-2019,Standard Class
SC-2019-08-129168,CA-2019-129168,23-08-2019,Standard Class
SC-2019-08-133158,CA-2019-133158,21-08-2019,Second Class
SC-2019-08-164616,US-2019-164616,21-08-2019,Second Class
SC-2019-08-156559,US-2019-156559,26-08-2019,Standard Class
SC-2019-08-143581,US-2019-143581,23-08-2019,Standard Class
SC-2019-08-121727,CA-2019-121727,24-08-2019,Standard Class
SC-2019-08-114321,CA-2019-114321,25-08-2019,Standard Class
SC-2019-08-166716,CA-2019-166716,25-08-2019,Second Class
SC-2019-08-123253,CA-2019-123253,25-08-2019,Second Class
FC-2019-08-166828,US-2019-166828,25-08-2019,First Class
SC-2019-08-130918,CA-2019-130918,24-08-2019,Second Class
SC-2019-08-124737,CA-2019-124737,27-08-2019,Standard Class
SC-2019-08-110639,CA-2019-110639,23-08-2019,Same Day
SC-2019-08-112795,US-2019-112795,28-08-2019,Second Class
SC-2019-08-154837,CA-2019-154837,27-08-2019,Second Class
FC-2019-08-107916,CA-2019-107916,26-08-2019,First Class
SC-2019-08-106719,CA-2019-106719,24-08-2019,Same Day
SC-2019-08-120432,CA-2019-120432,26-08-2019,Second Class
SC-2019-08-103660,CA-2019-103660,30-08-2019,Standard Class
SC-2019-08-104178,CA-2019-104178,29-08-2019,Standard Class
SC-2019-08-126200,CA-2019-126200,29-08-2019,Standard Class
SC-2019-08-115259,CA-2019-115259,27-08-2019,Second Class
SC-2019-08-107398,CA-2019-107398,30-08-2019,Standard Class
SC-2019-09-115413,US-2019-115413,01-09-2019,Standard Class
SC-2019-09-103331,CA-2019-103331,01-09-2019,Standard Class
SC-2019-08-123260,CA-2019-123260,30-08-2019,Standard Class
SC-2019-08-101266,CA-2019-101266,30-08-2019,Second Class
SC-2019-09-143336,CA-2019-143336,01-09-2019,Second Class
FC-2019-08-124688,CA-2019-124688,29-08-2019,First Class
SC-2019-09-169775,CA-2019-169775,02-09-2019,Second Class
SC-2019-08-135699,CA-2019-135699,29-08-2019,Same Day
SC-2019-09-146500,CA-2019-146500,04-09-2019,Standard Class
SC-2019-09-143385,CA-2019-143385,05-09-2019,Standard Class
FC-2019-09-165428,CA-2019-165428,04-09-2019,First Class
SC-2019-09-109855,CA-2019-109855,05-09-2019,Standard Class
SC-2019-09-126522,CA-2019-126522,05-09-2019,Second Class
SC-2019-09-158281,CA-2019-158281,07-09-2019,Standard Class
FC-2019-09-127936,CA-2019-127936,04-09-2019,First Class
SC-2019-09-151792,CA-2019-151792,07-09-2019,Second Class
FC-2019-09-138828,US-2019-138828,03-09-2019,First Class
SC-2019-09-106971,CA-2019-106971,08-09-2019,Standard Class
FC-2019-09-157721,CA-2019-157721,05-09-2019,First Class
SC-2019-09-152268,CA-2019-152268,07-09-2019,Standard Class
SC-2019-09-125171,CA-2019-125171,03-09-2019,Same Day
FC-2019-09-120236,US-2019-120236,04-09-2019,First Class
FC-2019-09-136861,CA-2019-136861,07-09-2019,First Class
SC-2019-09-106572,CA-2019-106572,10-09-2019,Standard Class
FC-2019-09-130449,CA-2019-130449,09-09-2019,First Class
FC-2019-09-105165,CA-2019-105165,10-09-2019,First Class
SC-2019-09-131002,CA-2019-131002,12-09-2019,Second Class
SC-2019-09-100006,CA-2019-100006,13-09-2019,Standard Class
SC-2019-09-126193,CA-2019-126193,14-09-2019,Standard Class
SC-2019-09-117765,CA-2019-117765,13-09-2019,Standard Class
SC-2019-09-122882,CA-2019-122882,13-09-2019,Standard Class
SC-2019-09-109918,CA-2019-109918,12-09-2019,Second Class
SC-2019-09-168592,CA-2019-168592,14-09-2019,Standard Class
SC-2019-09-139892,CA-2019-139892,12-09-2019,Standard Class
SC-2019-09-107818,CA-2019-107818,14-09-2019,Standard Class
SC-2019-09-128839,CA-2019-128839,13-09-2019,Standard Class
SC-2019-09-115987,US-2019-115987,13-09-2019,Second Class
SC-2019-09-146815,CA-2019-146815,13-09-2019,Standard Class
SC-2019-09-146283,CA-2019-146283,15-09-2019,Standard Class
FC-2019-09-163293,CA-2019-163293,11-09-2019,First Class
SC-2019-09-123127,CA-2019-123127,12-09-2019,Standard Class
SC-2019-09-140032,CA-2019-140032,13-09-2019,Standard Class
SC-2019-09-132500,CA-2019-132500,12-09-2019,Standard Class
SC-2019-09-102869,CA-2019-102869,14-09-2019,Second Class
SC-2019-09-144407,CA-2019-144407,15-09-2019,Standard Class
SC-2019-09-103527,CA-2019-103527,14-09-2019,Second Class
FC-2019-09-131870,US-2019-131870,11-09-2019,First Class
SC-2019-09-126403,CA-2019-126403,12-09-2019,Second Class
SC-2019-09-115196,US-2019-115196,13-09-2019,Standard Class
FC-2019-09-113383,CA-2019-113383,13-09-2019,First Class
SC-2019-09-125731,CA-2019-125731,16-09-2019,Standard Class
SC-2019-09-138835,US-2019-138835,14-09-2019,Standard Class
SC-2019-09-112837,CA-2019-112837,16-09-2019,Standard Class
SC-2019-09-138527,CA-2019-138527,17-09-2019,Standard Class
SC-2019-09-119081,US-2019-119081,19-09-2019,Standard Class
SC-2019-09-116246,CA-2019-116246,17-09-2019,Second Class
FC-2019-09-101476,CA-2019-101476,13-09-2019,First Class
SC-2019-09-103702,CA-2019-103702,17-09-2019,Standard Class
SC-2019-09-150924,US-2019-150924,16-09-2019,Second Class
SC-2019-09-142769,CA-2019-142769,13-09-2019,Same Day
SC-2019-09-140039,CA-2019-140039,17-09-2019,Standard Class
SC-2019-09-126277,CA-2019-126277,18-09-2019,Second Class
FC-2019-09-132962,CA-2019-132962,16-09-2019,First Class
SC-2019-09-113859,CA-2019-113859,17-09-2019,Standard Class
SC-2019-09-145212,CA-2019-145212,19-09-2019,Standard Class
SC-2019-09-156216,US-2019-156216,17-09-2019,Standard Class
SC-2019-09-100853,US-2019-100853,19-09-2019,Standard Class
SC-2019-09-160766,CA-2019-160766,14-09-2019,Same Day
SC-2019-09-159184,CA-2019-159184,19-09-2019,Standard Class
SC-2019-09-127635,US-2019-127635,18-09-2019,Second Class
SC-2019-09-113362,CA-2019-113362,19-09-2019,Standard Class
SC-2019-09-145576,CA-2019-145576,18-09-2019,Second Class
SC-2019-09-149594,CA-2019-149594,19-09-2019,Standard Class
SC-2019-09-138100,CA-2019-138100,20-09-2019,Standard Class
FC-2019-09-141152,CA-2019-141152,19-09-2019,First Class
SC-2019-09-103940,CA-2019-103940,21-09-2019,Standard Class
SC-2019-09-131947,CA-2019-131947,22-09-2019,Standard Class
SC-2019-09-158638,US-2019-158638,21-09-2019,Standard Class
SC-2019-09-117170,US-2019-117170,24-09-2019,Standard Class
SC-2019-09-112851,CA-2019-112851,21-09-2019,Standard Class
SC-2019-09-132787,CA-2019-132787,23-09-2019,Standard Class
SC-2019-09-168130,CA-2019-168130,19-09-2019,Same Day
SC-2019-09-127299,CA-2019-127299,24-09-2019,Standard Class
SC-2019-09-106992,US-2019-106992,21-09-2019,Second Class
SC-2019-09-159849,CA-2019-159849,19-09-2019,Same Day
SC-2019-09-156601,CA-2019-156601,24-09-2019,Standard Class
SC-2019-09-138177,CA-2019-138177,24-09-2019,Standard Class
FC-2019-09-120411,CA-2019-120411,23-09-2019,First Class
SC-2019-09-166744,CA-2019-166744,24-09-2019,Standard Class
FC-2019-09-125997,CA-2019-125997,23-09-2019,First Class
SC-2019-09-126480,CA-2019-126480,24-09-2019,Standard Class
SC-2019-09-134614,US-2019-134614,25-09-2019,Standard Class
SC-2019-09-151953,CA-2019-151953,25-09-2019,Standard Class
SC-2019-09-156433,CA-2019-156433,26-09-2019,Standard Class
SC-2019-09-133704,CA-2019-133704,26-09-2019,Standard Class
FC-2019-09-125514,CA-2019-125514,22-09-2019,First Class
SC-2019-09-135972,US-2019-135972,23-09-2019,Second Class
SC-2019-09-153969,CA-2019-153969,25-09-2019,Standard Class
SC-2019-09-124513,CA-2019-124513,25-09-2019,Standard Class
FC-2019-09-168823,CA-2019-168823,24-09-2019,First Class
FC-2019-09-117478,CA-2019-117478,24-09-2019,First Class
FC-2019-09-166310,US-2019-166310,23-09-2019,First Class
SC-2019-09-158225,CA-2019-158225,28-09-2019,Standard Class
SC-2019-09-103191,CA-2019-103191,27-09-2019,Standard Class
SC-2019-09-156160,CA-2019-156160,29-09-2019,Standard Class
SC-2019-09-127488,CA-2019-127488,24-09-2019,Second Class
FC-2019-09-163650,CA-2019-163650,25-09-2019,First Class
SC-2019-09-116904,CA-2019-116904,28-09-2019,Standard Class
SC-2019-09-147900,CA-2019-147900,28-09-2019,Standard Class
SC-2019-09-113964,CA-2019-113964,30-09-2019,Standard Class
SC-2019-09-134733,US-2019-134733,28-09-2019,Standard Class
SC-2019-09-163559,CA-2019-163559,28-09-2019,Second Class
SC-2019-09-148369,CA-2019-148369,27-09-2019,Standard Class
SC-2019-09-123344,CA-2019-123344,29-09-2019,Standard Class
SC-2019-09-141355,CA-2019-141355,30-09-2019,Standard Class
SC-2019-09-112914,US-2019-112914,30-09-2019,Standard Class
SC-2019-09-144974,CA-2019-144974,30-09-2019,Standard Class
SC-2019-10-115049,CA-2019-115049,01-10-2019,Standard Class
FC-2019-09-132451,CA-2019-132451,27-09-2019,First Class
SC-2019-10-164385,CA-2019-164385,01-10-2019,Second Class
SC-2019-09-152723,US-2019-152723,26-09-2019,Same Day
SC-2019-09-127586,CA-2019-127586,30-09-2019,Standard Class
SC-2019-09-115133,CA-2019-115133,30-09-2019,Standard Class
SC-2019-10-151925,US-2019-151925,01-10-2019,Second Class
SC-2019-10-120887,CA-2019-120887,03-10-2019,Standard Class
SC-2019-10-133130,US-2019-133130,01-10-2019,Standard Class
SC-2019-10-125136,CA-2019-125136,03-10-2019,Standard Class
SC-2019-10-114335,CA-2019-114335,03-10-2019,Standard Class
SC-2019-10-107153,CA-2019-107153,03-10-2019,Standard Class
SC-2019-10-126683,CA-2019-126683,01-10-2019,Second Class
SC-2019-10-124856,CA-2019-124856,03-10-2019,Second Class
SC-2019-10-146969,CA-2019-146969,03-10-2019,Standard Class
SC-2019-10-122931,CA-2019-122931,03-10-2019,Standard Class
SC-2019-10-111962,CA-2019-111962,04-10-2019,Standard Class
SC-2019-10-159478,CA-2019-159478,06-10-2019,Standard Class
SC-2019-10-167633,US-2019-167633,05-10-2019,Standard Class
SC-2019-10-137351,CA-2019-137351,04-10-2019,Standard Class
SC-2019-10-140886,CA-2019-140886,04-10-2019,Standard Class
SC-2019-09-141649,CA-2019-141649,30-09-2019,Same Day
SC-2019-10-102008,CA-2019-102008,04-10-2019,Standard Class
SC-2019-10-132745,US-2019-132745,05-10-2019,Standard Class
FC-2019-10-108189,CA-2019-108189,05-10-2019,First Class
SC-2019-10-155817,US-2019-155817,09-10-2019,Standard Class
SC-2019-10-108903,CA-2019-108903,03-10-2019,Same Day
SC-2019-10-153976,CA-2019-153976,08-10-2019,Second Class
SC-2019-10-120775,CA-2019-120775,07-10-2019,Standard Class
SC-2019-10-157882,CA-2019-157882,08-10-2019,Second Class
SC-2019-10-102085,CA-2019-102085,09-10-2019,Standard Class
SC-2019-10-153479,CA-2019-153479,08-10-2019,Standard Class
FC-2019-10-166891,CA-2019-166891,06-10-2019,First Class
SC-2019-10-152422,CA-2019-152422,10-10-2019,Second Class
FC-2019-10-152233,CA-2019-152233,06-10-2019,First Class
SC-2019-10-110611,CA-2019-110611,13-10-2019,Standard Class
FC-2019-10-109680,CA-2019-109680,09-10-2019,First Class
SC-2019-10-132542,CA-2019-132542,08-10-2019,Second Class
SC-2019-10-134677,CA-2019-134677,10-10-2019,Standard Class
SC-2019-10-132801,CA-2019-132801,12-10-2019,Standard Class
SC-2019-10-117429,CA-2019-117429,13-10-2019,Standard Class
SC-2019-10-142951,CA-2019-142951,08-10-2019,Same Day
SC-2019-10-119977,CA-2019-119977,13-10-2019,Second Class
SC-2019-10-137911,CA-2019-137911,15-10-2019,Standard Class
SC-2019-10-138240,CA-2019-138240,14-10-2019,Standard Class
SC-2019-10-103492,CA-2019-103492,15-10-2019,Standard Class
SC-2019-10-105137,US-2019-105137,10-10-2019,Same Day
SC-2019-10-134054,US-2019-134054,10-10-2019,Same Day
SC-2019-10-150329,CA-2019-150329,14-10-2019,Standard Class
SC-2019-10-140403,CA-2019-140403,10-10-2019,Same Day
SC-2019-10-116834,CA-2019-116834,16-10-2019,Standard Class
SC-2019-10-126571,US-2019-126571,15-10-2019,Standard Class
SC-2019-10-128538,CA-2019-128538,15-10-2019,Standard Class
SC-2019-10-114314,CA-2019-114314,15-10-2019,Standard Class
FC-2019-10-157924,CA-2019-157924,13-10-2019,First Class
SC-2019-10-139451,CA-2019-139451,16-10-2019,Standard Class
SC-2019-10-154655,US-2019-154655,17-10-2019,Standard Class
FC-2019-10-151995,CA-2019-151995,15-10-2019,First Class
SC-2019-10-164742,CA-2019-164742,18-10-2019,Second Class
FC-2019-10-132010,CA-2019-132010,15-10-2019,First Class
SC-2019-10-123316,CA-2019-123316,17-10-2019,Standard Class
SC-2019-10-151015,US-2019-151015,20-10-2019,Standard Class
FC-2019-10-151330,CA-2019-151330,17-10-2019,First Class
SC-2019-10-146353,US-2019-146353,16-10-2019,Second Class
SC-2019-10-163748,CA-2019-163748,18-10-2019,Standard Class
SC-2019-10-143182,CA-2019-143182,20-10-2019,Standard Class
FC-2019-10-122021,US-2019-122021,17-10-2019,First Class
SC-2019-10-109456,US-2019-109456,17-10-2019,Same Day
SC-2019-10-124394,CA-2019-124394,22-10-2019,Second Class
SC-2019-10-103086,CA-2019-103086,19-10-2019,Second Class
SC-2019-10-138450,CA-2019-138450,22-10-2019,Standard Class
SC-2019-10-143168,CA-2019-143168,23-10-2019,Second Class
SC-2019-10-115084,CA-2019-115084,22-10-2019,Standard Class
SC-2019-10-110408,CA-2019-110408,20-10-2019,Second Class
SC-2019-10-100867,CA-2019-100867,24-10-2019,Standard Class
SC-2019-10-117317,CA-2019-117317,19-10-2019,Same Day
SC-2019-10-155264,CA-2019-155264,22-10-2019,Second Class
SC-2019-10-137092,CA-2019-137092,22-10-2019,Second Class
SC-2019-10-146703,CA-2019-146703,25-10-2019,Second Class
FC-2019-10-169684,CA-2019-169684,23-10-2019,First Class
SC-2019-10-100916,CA-2019-100916,26-10-2019,Standard Class
FC-2019-10-142587,CA-2019-142587,22-10-2019,First Class
SC-2019-10-169852,CA-2019-169852,26-10-2019,Standard Class
SC-2019-10-151967,CA-2019-151967,26-10-2019,Standard Class
SC-2019-10-110072,CA-2019-110072,28-10-2019,Standard Class
SC-2019-10-130729,CA-2019-130729,29-10-2019,Standard Class
SC-2019-10-108707,CA-2019-108707,29-10-2019,Standard Class
SC-2019-10-113047,CA-2019-113047,24-10-2019,Same Day
FC-2019-10-158400,US-2019-158400,28-10-2019,First Class
SC-2019-10-139542,CA-2019-139542,29-10-2019,Standard Class
SC-2019-10-162278,CA-2019-162278,30-10-2019,Second Class
SC-2019-11-148285,CA-2019-148285,01-11-2019,Standard Class
FC-2019-10-101931,CA-2019-101931,31-10-2019,First Class
SC-2019-11-107769,CA-2019-107769,01-11-2019,Standard Class
SC-2019-11-166590,CA-2019-166590,02-11-2019,Standard Class
FC-2019-10-154627,CA-2019-154627,31-10-2019,First Class
SC-2019-11-106439,CA-2019-106439,04-11-2019,Standard Class
SC-2019-11-145387,CA-2019-145387,02-11-2019,Second Class
SC-2019-11-167262,US-2019-167262,03-11-2019,Second Class
SC-2019-11-120313,US-2019-120313,02-11-2019,Second Class
SC-2019-11-108609,CA-2019-108609,02-11-2019,Second Class
SC-2019-11-126907,CA-2019-126907,08-11-2019,Standard Class
SC-2019-11-102673,CA-2019-102673,05-11-2019,Standard Class
SC-2019-11-137155,US-2019-137155,05-11-2019,Standard Class
FC-2019-11-114195,CA-2019-114195,03-11-2019,First Class
SC-2019-11-168305,CA-2019-168305,08-11-2019,Standard Class
SC-2019-11-148915,CA-2019-148915,05-11-2019,Standard Class
SC-2019-11-152562,CA-2019-152562,08-11-2019,Standard Class
SC-2019-11-139423,CA-2019-139423,05-11-2019,Standard Class
SC-2019-11-134313,CA-2019-134313,07-11-2019,Standard Class
SC-2019-11-129147,CA-2019-129147,06-11-2019,Standard Class
SC-2019-11-148782,CA-2019-148782,07-11-2019,Standard Class
SC-2019-11-107454,CA-2019-107454,06-11-2019,Standard Class
SC-2019-11-134726,CA-2019-134726,07-11-2019,Second Class
SC-2019-11-115889,CA-2019-115889,06-11-2019,Standard Class
SC-2019-11-120670,CA-2019-120670,06-11-2019,Standard Class
SC-2019-11-146731,CA-2019-146731,08-11-2019,Standard Class
SC-2019-11-119529,CA-2019-119529,05-11-2019,Second Class
SC-2019-11-137589,CA-2019-137589,08-11-2019,Standard Class
SC-2019-11-165764,CA-2019-165764,07-11-2019,Standard Class
SC-2019-11-124625,US-2019-124625,07-11-2019,Standard Class
SC-2019-11-121573,CA-2019-121573,07-11-2019,Standard Class
SC-2019-11-155593,CA-2019-155593,08-11-2019,Standard Class
SC-2019-11-153619,CA-2019-153619,03-11-2019,Same Day
SC-2019-11-164973,CA-2019-164973,09-11-2019,Standard Class
SC-2019-11-132227,CA-2019-132227,10-11-2019,Standard Class
SC-2019-11-121286,CA-2019-121286,08-11-2019,Second Class
SC-2019-11-125829,CA-2019-125829,11-11-2019,Standard Class
SC-2019-11-134187,US-2019-134187,11-11-2019,Standard Class
SC-2019-11-149244,CA-2019-149244,08-11-2019,Standard Class
SC-2019-11-114377,US-2019-114377,05-11-2019,Same Day
SC-2019-11-109134,CA-2019-109134,10-11-2019,Standard Class
SC-2019-11-114251,CA-2019-114251,10-11-2019,Standard Class
SC-2019-11-133634,CA-2019-133634,10-11-2019,Standard Class
SC-2019-11-120950,CA-2019-120950,11-11-2019,Standard Class
SC-2019-11-120278,CA-2019-120278,12-11-2019,Standard Class
SC-2019-11-159310,CA-2019-159310,12-11-2019,Standard Class
FC-2019-11-146990,CA-2019-146990,08-11-2019,First Class
SC-2019-11-123323,CA-2019-123323,12-11-2019,Standard Class
SC-2019-11-139640,US-2019-139640,11-11-2019,Second Class
FC-2019-11-123498,CA-2019-123498,09-11-2019,First Class
SC-2019-11-126340,US-2019-126340,14-11-2019,Standard Class
SC-2019-11-144666,CA-2019-144666,11-11-2019,Second Class
SC-2019-11-158372,CA-2019-158372,16-11-2019,Standard Class
SC-2019-11-121006,CA-2019-121006,16-11-2019,Standard Class
SC-2019-11-143287,US-2019-143287,17-11-2019,Standard Class
SC-2019-11-163419,CA-2019-163419,14-11-2019,Second Class
SC-2019-11-105270,CA-2019-105270,18-11-2019,Standard Class
SC-2019-11-165309,CA-2019-165309,15-11-2019,Standard Class
SC-2019-11-140914,US-2019-140914,15-11-2019,Standard Class
SC-2019-11-140732,CA-2019-140732,13-11-2019,Second Class
SC-2019-11-155796,CA-2019-155796,15-11-2019,Second Class
FC-2019-11-128524,CA-2019-128524,13-11-2019,First Class
SC-2019-11-105893,CA-2019-105893,18-11-2019,Standard Class
SC-2019-11-122609,CA-2019-122609,18-11-2019,Standard Class
SC-2019-11-159618,US-2019-159618,16-11-2019,Standard Class
SC-2019-11-164910,CA-2019-164910,17-11-2019,Second Class
SC-2019-11-151078,CA-2019-151078,12-11-2019,Same Day
SC-2019-11-151295,CA-2019-151295,16-11-2019,Standard Class
SC-2019-11-162362,CA-2019-162362,18-11-2019,Standard Class
FC-2019-11-151554,CA-2019-151554,15-11-2019,First Class
SC-2019-11-166989,CA-2019-166989,18-11-2019,Standard Class
SC-2019-11-125556,CA-2019-125556,16-11-2019,Second Class
SC-2019-11-161634,CA-2019-161634,20-11-2019,Standard Class
FC-2019-11-127558,CA-2019-127558,18-11-2019,First Class
SC-2019-11-128888,CA-2019-128888,22-11-2019,Standard Class
SC-2019-11-116407,CA-2019-116407,21-11-2019,Standard Class
SC-2019-11-128622,CA-2019-128622,17-11-2019,Second Class
SC-2019-11-139500,US-2019-139500,20-11-2019,Standard Class
SC-2019-11-147704,US-2019-147704,21-11-2019,Standard Class
SC-2019-11-149643,CA-2019-149643,20-11-2019,Standard Class
FC-2019-11-119144,CA-2019-119144,18-11-2019,First Class
SC-2019-11-160066,CA-2019-160066,22-11-2019,Standard Class
SC-2019-11-101833,CA-2019-101833,22-11-2019,Second Class
SC-2019-11-145926,CA-2019-145926,21-11-2019,Standard Class
SC-2019-11-159835,CA-2019-159835,24-11-2019,Standard Class
SC-2019-11-119375,CA-2019-119375,22-11-2019,Standard Class
SC-2019-11-128209,CA-2019-128209,22-11-2019,Standard Class
FC-2019-11-140662,CA-2019-140662,19-11-2019,First Class
SC-2019-11-130869,CA-2019-130869,21-11-2019,Standard Class
FC-2019-11-163468,CA-2019-163468,21-11-2019,First Class
SC-2019-11-159926,US-2019-159926,22-11-2019,Standard Class
SC-2019-11-133809,CA-2019-133809,23-11-2019,Second Class
SC-2019-11-161032,CA-2019-161032,23-11-2019,Standard Class
SC-2019-11-164210,CA-2019-164210,20-11-2019,Second Class
SC-2019-11-115336,CA-2019-115336,25-11-2019,Standard Class
SC-2019-11-141173,CA-2019-141173,20-11-2019,Second Class
SC-2019-11-124702,CA-2019-124702,25-11-2019,Standard Class
SC-2019-11-104829,CA-2019-104829,21-11-2019,Second Class
SC-2019-11-123183,US-2019-123183,25-11-2019,Standard Class
FC-2019-11-149034,US-2019-149034,21-11-2019,First Class
SC-2019-11-158274,CA-2019-158274,24-11-2019,Second Class
SC-2019-11-150518,CA-2019-150518,24-11-2019,Standard Class
SC-2019-11-144624,CA-2019-144624,23-11-2019,Standard Class
SC-2019-11-128062,CA-2019-128062,22-11-2019,Second Class
SC-2019-11-100972,CA-2019-100972,24-11-2019,Second Class
SC-2019-11-140396,CA-2019-140396,25-11-2019,Standard Class
SC-2019-11-102274,CA-2019-102274,26-11-2019,Standard Class
SC-2019-11-154781,CA-2019-154781,26-11-2019,Standard Class
SC-2019-11-103401,CA-2019-103401,26-11-2019,Standard Class
SC-2019-11-168501,US-2019-168501,27-11-2019,Standard Class
SC-2019-11-129091,CA-2019-129091,27-11-2019,Standard Class
SC-2019-11-135090,CA-2019-135090,26-11-2019,Standard Class
FC-2019-11-105340,CA-2019-105340,25-11-2019,First Class
FC-2019-11-125682,CA-2019-125682,25-11-2019,First Class
